fips,year,coalres,pyr,pcoalyr,state,msa,Pop,EarnPOW,Manufact,dSSI,pay
21047,1979,63.655998,72.574997,84.308334,1,1,67.400002,531416,55987,2305,237071
21047,1980,63.655998,82.408333,87.375,1,1,66.599998,523386,50210,2453,266000
21047,1981,63.655998,90.925003,92.974998,1,1,66.900002,606878,53754,2596,
21047,1982,63.655998,96.5,99.991669,1,1,68.099998,654368,51769,2717,301000
21047,1983,63.655998,99.599998,100.49167,1,1,68.699997,672812,64317,2905,289000
21047,1984,63.655998,103.88333,102.21667,1,1,67.900002,729014,72269,3125,303000
21047,1985,63.655998,107.56667,102.24167,1,1,69.199997,780309,76644,3274,327000
21047,1986,63.655998,109.60834,100.76667,1,1,68.900002,807522,86230,3430,281000
21047,1987,63.655998,113.625,97.099998,1,1,68.699997,872751,98327,3651,345000
21047,1988,63.655998,118.25833,95.383331,1,1,68.400002,900318,103017,3820,370000
21047,1989,63.655998,123.96667,95.525002,1,1,68.599998,951820,115781,3963,388000
21047,1990,63.655998,130.65833,97.508331,1,1,68.800003,923181,126591,4369,451000
21047,1991,63.655998,136.19167,97.216667,1,1,66.300003,1006134,131656,4943,475000
21047,1992,63.655998,140.31667,95.025002,1,1,68.5,1280138,156362,5792,534000
21047,1993,63.655998,144.45833,96.099998,1,1,66.900002,1314130,180724,6745,583000
21049,1968,0,34.783333,19.383333,1,1,,,,,
21049,1969,0,36.683334,21.058332,1,1,23.799999,60285,21402,372,15000
21049,1970,0,38.825001,28.108334,1,1,24.299999,61609,22394,387,20000
21049,1971,0,40.491665,34.033333,1,1,25.200001,71768,30992,379,23000
21049,1972,0,41.816666,36.241665,1,1,26,83393,36848,359,31000
21049,1973,0,44.400002,40.791668,1,1,26.1,92768,39630,409,35000
21049,1974,0,49.308334,62.150002,1,1,26.5,104920,46125,698,42000
21049,1975,0,53.816666,72.150002,1,1,26.799999,98337,36579,756,48715
21049,1976,0,56.908333,68.933334,1,1,27.1,124894,53470,834,62703
21049,1977,0,60.608334,72.808334,1,1,27.5,142506,62863,853,76551
21049,1978,0,65.23333,80.416664,1,1,28.200001,159701,67731,883,89936
21049,1979,0,72.574997,84.308334,1,1,28.4,177546,81406,960,99596
21049,1980,0,82.408333,87.375,1,1,28.4,176988,70652,1067,115000
21049,1981,0,90.925003,92.974998,1,1,28.6,198947,72800,1187,
21049,1982,0,96.5,99.991669,1,1,28.700001,204335,66432,1266,142000
21049,1983,0,99.599998,100.49167,1,1,28.700001,210148,71325,1335,142000
21049,1984,0,103.88333,102.21667,1,1,28.9,240315,89166,1480,159000
21049,1985,0,107.56667,102.24167,1,1,28.799999,244062,90538,1514,172000
21049,1986,0,109.60834,100.76667,1,1,28.799999,244407,87791,1607,136000
21049,1987,0,113.625,97.099998,1,1,29,245303,86705,1746,189000
21049,1988,0,118.25833,95.383331,1,1,29.1,251084,89084,1753,197000
21049,1989,0,123.96667,95.525002,1,1,29.299999,246909,84543,1925,218000
21049,1990,0,130.65833,97.508331,1,1,29.6,257338,82321,2016,249000
21049,1991,0,136.19167,97.216667,1,1,29.799999,269590,79832,2350,279000
21049,1992,0,140.31667,95.025002,1,1,30.1,285197,83765,2941,319000
21049,1993,0,144.45833,96.099998,1,1,30.4,287914,77741,3293,358000
21051,1968,393.91946,34.783333,19.383333,1,0,,,,,
21051,1969,393.91946,36.683334,21.058332,1,0,18.700001,16136,247,895,35000
21051,1970,393.91946,38.825001,28.108334,1,0,18.6,20699,338,931,41000
21051,1971,393.91946,40.491665,34.033333,1,0,19.200001,22834,507,954,46000
21051,1972,393.91946,41.816666,36.241665,1,0,19.299999,26420,1196,941,59000
21051,1973,393.91946,44.400002,40.791668,1,0,19.700001,28817,2012,1089,62000
21051,1974,393.91946,49.308334,62.150002,1,0,20.299999,37277,1556,1698,73000
21051,1975,393.91946,53.816666,72.150002,1,0,21.200001,44482,1024,1794,86806
21051,1976,393.91946,56.908333,68.933334,1,0,21.799999,50524,2144,1914,103529
21051,1977,393.91946,60.608334,72.808334,1,0,22.299999,62500,2173,2067,111963
21051,1978,393.91946,65.23333,80.416664,1,0,22.299999,74464,1615,2253,121260
21051,1979,393.91946,72.574997,84.308334,1,0,22.6,85999,1847,2572,138793
21051,1980,393.91946,82.408333,87.375,1,0,22.799999,93707,3461,2995,162000
21051,1981,393.91946,90.925003,92.974998,1,0,22.700001,110197,2403,3469,
21051,1982,393.91946,96.5,99.991669,1,0,22.799999,121307,1444,3746,178000
21051,1983,393.91946,99.599998,100.49167,1,0,23,111995,3101,4106,193000
21051,1984,393.91946,103.88333,102.21667,1,0,23,134005,3311,4581,202000
21051,1985,393.91946,107.56667,102.24167,1,0,22.9,128800,1312,4951,222000
21051,1986,393.91946,109.60834,100.76667,1,0,22.799999,132379,1307,5317,235000
21051,1987,393.91946,113.625,97.099998,1,0,22.299999,131374,2104,5829,246000
21051,1988,393.91946,118.25833,95.383331,1,0,22.1,101968,3197,6448,262000
21051,1989,393.91946,123.96667,95.525002,1,0,21.799999,107548,5648,7192,298000
21051,1990,393.91946,130.65833,97.508331,1,0,21.700001,84837,6907,8183,339000
21051,1991,393.91946,136.19167,97.216667,1,0,21.9,92327,8694,9851,389000
21051,1992,393.91946,140.31667,95.025002,1,0,22.200001,107040,11461,13296,446000
21051,1993,393.91946,144.45833,96.099998,1,0,22.700001,121738,15818,13415,498000
21053,1968,7.2134218,34.783333,19.383333,1,0,,,,,
21053,1969,7.2134218,36.683334,21.058332,1,0,8.1999998,9014,2854,390,7000
21053,1970,7.2134218,38.825001,28.108334,1,0,8.1999998,11703,2670,406,10000
21053,1971,7.2134218,40.491665,34.033333,1,0,8.3000002,13924,3030,412,11000
21053,1972,7.2134218,41.816666,36.241665,1,0,8.6999998,17071,3861,414,16000
21053,1973,7.2134218,44.400002,40.791668,1,0,8.6999998,18872,4417,474,17000
21053,1974,7.2134218,49.308334,62.150002,1,0,8.8999996,19855,4054,782,20000
21053,1975,7.2134218,53.816666,72.150002,1,0,8.8999996,15183,3881,833,26718
21053,1976,7.2134218,56.908333,68.933334,1,0,9,16364,4568,917,32785
21053,1977,7.2134218,60.608334,72.808334,1,0,9.1000004,17764,4925,957,40723
21053,1978,7.2134218,65.23333,80.416664,1,0,9.1999998,20455,5432,1011,46889
21053,1979,7.2134218,72.574997,84.308334,1,0,9.3000002,22486,6321,1120,53509
21053,1980,7.2134218,82.408333,87.375,1,0,9.3999996,22719,6234,1270,67000
21053,1981,7.2134218,90.925003,92.974998,1,0,9.6000004,26376,6938,1434,
21053,1982,7.2134218,96.5,99.991669,1,0,9.6000004,27485,6661,1508,82000
21053,1983,7.2134218,99.599998,100.49167,1,0,9.6000004,29519,8154,1607,84000
21053,1984,7.2134218,103.88333,102.21667,1,0,9.6999998,33676,8448,1728,90000
21053,1985,7.2134218,107.56667,102.24167,1,0,9.6999998,32530,8674,1789,95000
21053,1986,7.2134218,109.60834,100.76667,1,0,9.6000004,33099,9243,1898,111000
21053,1987,7.2134218,113.625,97.099998,1,0,9.3999996,35229,9468,1978,110000
21053,1988,7.2134218,118.25833,95.383331,1,0,9.3000002,38291,8314,2020,119000
21053,1989,7.2134218,123.96667,95.525002,1,0,9.1999998,39022,7964,2295,127000
21053,1990,7.2134218,130.65833,97.508331,1,0,9.1999998,41998,8053,2430,144000
21053,1991,7.2134218,136.19167,97.216667,1,0,9.1999998,46099,10949,2668,169000
21053,1992,7.2134218,140.31667,95.025002,1,0,9.1999998,48437,9838,3211,190000
21053,1993,7.2134218,144.45833,96.099998,1,0,9.3000002,51829,10877,3301,207000
21055,1968,38.720001,34.783333,19.383333,1,0,,,,,
21055,1969,38.720001,36.683334,21.058332,1,0,8.5,11543,3121,239,10000
21055,1970,38.720001,38.825001,28.108334,1,0,8.5,12172,3282,249,12000
21055,1971,38.720001,40.491665,34.033333,1,0,8.6999998,14517,3653,278,15000
21055,1972,38.720001,41.816666,36.241665,1,0,9,16165,4399,240,19000
21055,1973,38.720001,44.400002,40.791668,1,0,9,19297,5420,222,21000
21055,1974,38.720001,49.308334,62.150002,1,0,9.1999998,21387,5988,434,29000
21055,1975,38.720001,53.816666,72.150002,1,0,8.8999996,18090,5187,464,33012
21055,1976,38.720001,56.908333,68.933334,1,0,9,22363,6968,464,39857
21055,1977,38.720001,60.608334,72.808334,1,0,9.1000004,26032,7771,450,51217
21055,1978,38.720001,65.23333,80.416664,1,0,9.1000004,24871,8177,440,51795
21055,1979,38.720001,72.574997,84.308334,1,0,9.1999998,29718,9057,451,58113
21055,1980,38.720001,82.408333,87.375,1,0,9.1999998,26588,9178,471,68000
21055,1981,38.720001,90.925003,92.974998,1,0,9.3000002,29651,9783,490,
21055,1982,38.720001,96.5,99.991669,1,0,9.1000004,29408,10077,460,81000
21055,1983,38.720001,99.599998,100.49167,1,0,9.1999998,28666,12860,525,76000
21055,1984,38.720001,103.88333,102.21667,1,0,9.3000002,35928,14907,577,78000
21055,1985,38.720001,107.56667,102.24167,1,0,9.3000002,30250,9488,591,67000
21055,1986,38.720001,109.60834,100.76667,1,0,9.1000004,31932,9428,588,61000
21055,1987,38.720001,113.625,97.099998,1,0,9.1000004,35337,10355,606,80000
21055,1988,38.720001,118.25833,95.383331,1,0,9.1999998,36315,11080,606,93000
21055,1989,38.720001,123.96667,95.525002,1,0,9.1999998,42762,11997,644,105000
21055,1990,38.720001,130.65833,97.508331,1,0,9.1999998,41760,11994,751,121000
21055,1991,38.720001,136.19167,97.216667,1,0,9.1999998,42545,10600,807,130000
21055,1992,38.720001,140.31667,95.025002,1,0,9.3000002,46703,12324,1079,131000
21055,1993,38.720001,144.45833,96.099998,1,0,9.3999996,52925,15130,1116,162000
21057,1968,0,34.783333,19.383333,1,0,,,,,
21057,1969,0,36.683334,21.058332,1,0,6.9000001,7899,811,303,6000
21057,1970,0,38.825001,28.108334,1,0,6.8000002,8529,1055,315,7000
21057,1971,0,40.491665,34.033333,1,0,6.9000001,9322,1338,311,7000
21057,1972,0,41.816666,36.241665,1,0,6.8000002,10506,1398,308,10000
21057,1973,0,44.400002,40.791668,1,0,7,11490,1871,357,10000
21057,1974,0,49.308334,62.150002,1,0,7,13498,2934,605,12000
21057,1975,0,53.816666,72.150002,1,0,7.0999999,13875,3279,631,14183
21057,1976,0,56.908333,68.933334,1,0,7.1999998,15622,4301,614,18178
21057,1977,0,60.608334,72.808334,1,0,7.4000001,17737,4583,641,21246
21057,1978,0,65.23333,80.416664,1,0,7.4000001,20509,5067,678,26701
21057,1979,0,72.574997,84.308334,1,0,7.4000001,22894,5149,751,29020
21057,1980,0,82.408333,87.375,1,0,7.3000002,21113,4683,852,34000
21057,1981,0,90.925003,92.974998,1,0,7.4000001,25021,5686,964,
21057,1982,0,96.5,99.991669,1,0,7.4000001,25345,5305,1015,41000
21057,1983,0,99.599998,100.49167,1,0,7.3000002,23233,6061,1076,48000
21057,1984,0,103.88333,102.21667,1,0,7.4000001,27549,6682,1243,50000
21057,1985,0,107.56667,102.24167,1,0,7.1999998,26489,7442,1306,51000
21057,1986,0,109.60834,100.76667,1,0,7.1999998,26832,8952,1369,46000
21057,1987,0,113.625,97.099998,1,0,7,28016,9465,1458,59000
21057,1988,0,118.25833,95.383331,1,0,7,28960,9945,1616,71000
21057,1989,0,123.96667,95.525002,1,0,6.9000001,30799,9898,1634,84000
21057,1990,0,130.65833,97.508331,1,0,6.8000002,33511,10530,1715,89000
21057,1991,0,136.19167,97.216667,1,0,6.6999998,36868,10427,1970,94000
21057,1992,0,140.31667,95.025002,1,0,6.6999998,37685,9116,2417,103000
21057,1993,0,144.45833,96.099998,1,0,6.8000002,37845,8349,2356,120000
21059,1968,1111.5499,34.783333,19.383333,1,0,,,,,
21059,1969,1111.5499,36.683334,21.058332,1,0,78.599998,201690,68175,1013,68000
21059,1970,1111.5499,38.825001,28.108334,1,0,79.5,212116,68110,1054,88000
21059,1971,1111.5499,40.491665,34.033333,1,0,80.300003,223348,69192,1168,105000
21059,1972,1111.5499,41.816666,36.241665,1,0,80.300003,246975,74501,1204,137000
21059,1973,1111.5499,44.400002,40.791668,1,0,81.400002,272563,79674,1251,165000
21059,1974,1111.5499,49.308334,62.150002,1,0,82,295315,86175,2004,202000
21059,1975,1111.5499,53.816666,72.150002,1,0,82.5,307787,82693,2164,243059
21059,1976,1111.5499,56.908333,68.933334,1,0,82.800003,345479,92519,2280,291811
21059,1977,1111.5499,60.608334,72.808334,1,0,83.099998,387025,105408,2213,325290
21059,1978,1111.5499,65.23333,80.416664,1,0,84.099998,442496,113494,2168,370291
21059,1979,1111.5499,72.574997,84.308334,1,0,85.5,489581,121019,2223,424790
21059,1980,1111.5499,82.408333,87.375,1,0,86.099998,529350,137656,2324,486000
21059,1981,1111.5499,90.925003,92.974998,1,0,86.5,585253,149450,2410,
21059,1982,1111.5499,96.5,99.991669,1,0,86.900002,588069,146621,2516,551000
21059,1983,1111.5499,99.599998,100.49167,1,0,87.400002,607161,151083,2700,554000
21059,1984,1111.5499,103.88333,102.21667,1,0,88.300003,681260,158610,2981,572000
21059,1985,1111.5499,107.56667,102.24167,1,0,87.900002,685622,154116,3124,603000
21059,1986,1111.5499,109.60834,100.76667,1,0,87.5,701076,144750,3369,620000
21059,1987,1111.5499,113.625,97.099998,1,0,87,724168,141439,3591,691000
21059,1988,1111.5499,118.25833,95.383331,1,0,86.800003,757733,152247,3913,733000
21059,1989,1111.5499,123.96667,95.525002,1,0,86.900002,826606,164690,4444,810000
21059,1990,1111.5499,130.65833,97.508331,1,0,87.300003,884841,182896,4785,896000
21059,1991,1111.5499,136.19167,97.216667,1,0,87.900002,920964,185578,5495,972000
21059,1992,1111.5499,140.31667,95.025002,1,0,88.699997,989829,194203,6739,1075000
21059,1993,1111.5499,144.45833,96.099998,1,0,89.400002,1044354,201847,7646,1178000
21061,1968,120.425,34.783333,19.383333,1,0,,,,,
21061,1969,120.425,36.683334,21.058332,1,0,8.6999998,9168,1841,241,9000
21061,1970,120.425,38.825001,28.108334,1,0,8.8999996,8868,1476,251,11000
21061,1971,120.425,40.491665,34.033333,1,0,9.6000004,9633,1782,255,13000
21061,1972,120.425,41.816666,36.241665,1,0,9.6000004,10215,1681,256,18000
21061,1973,120.425,44.400002,40.791668,1,0,9.3000002,10896,1174,288,19000
21061,1974,120.425,49.308334,62.150002,1,0,9.5,12490,2096,517,23000
21061,1975,120.425,53.816666,72.150002,1,0,9.6999998,12828,2396,561,28132
21061,1976,120.425,56.908333,68.933334,1,0,9.8000002,14609,2426,588,36167
21061,1977,120.425,60.608334,72.808334,1,0,10,15445,2461,578,44801
21061,1978,120.425,65.23333,80.416664,1,0,9.8999996,17108,2443,575,46103
21061,1979,120.425,72.574997,84.308334,1,0,9.8999996,17773,1657,598,52719
21061,1980,120.425,82.408333,87.375,1,0,9.8999996,17619,1294,637,65000
21061,1981,120.425,90.925003,92.974998,1,0,10,20349,1703,671,
21061,1982,120.425,96.5,99.991669,1,0,10.5,18659,1270,707,80000
21061,1983,120.425,99.599998,100.49167,1,0,10.8,18395,1922,734,82000
21061,1984,120.425,103.88333,102.21667,1,0,10.9,23288,2355,773,92000
21061,1985,120.425,107.56667,102.24167,1,0,11.2,23161,2356,814,100000
21061,1986,120.425,109.60834,100.76667,1,0,10.9,25015,3211,856,104000
21061,1987,120.425,113.625,97.099998,1,0,10.9,26831,3000,927,105000
21061,1988,120.425,118.25833,95.383331,1,0,10.6,28045,1005,999,113000
21061,1989,120.425,123.96667,95.525002,1,0,10.4,32128,2064,1055,130000
21061,1990,120.425,130.65833,97.508331,1,0,10.3,35219,2283,1117,154000
21061,1991,120.425,136.19167,97.216667,1,0,10.4,37449,2612,1398,202000
21061,1992,120.425,140.31667,95.025002,1,0,10.2,40475,2889,1625,214000
21061,1993,120.425,144.45833,96.099998,1,0,10.4,40527,2092,1666,236000
21063,1968,107.56125,34.783333,19.383333,1,0,,,,,
21063,1969,107.56125,36.683334,21.058332,1,0,6,4249,132,215,6000
21063,1970,107.56125,38.825001,28.108334,1,0,5.9000001,4385,74,223,8000
21063,1971,107.56125,40.491665,34.033333,1,0,6,4432,313,218,9000
21063,1972,107.56125,41.816666,36.241665,1,0,6,5616,275,213,12000
21063,1973,107.56125,44.400002,40.791668,1,0,6,5866,269,252,13000
21063,1974,107.56125,49.308334,62.150002,1,0,6,10928,279,427,16000
21063,1975,107.56125,53.816666,72.150002,1,0,6.1999998,13669,215,487,21088
21063,1976,107.56125,56.908333,68.933334,1,0,6.3000002,15572,322,482,21551
21063,1977,107.56125,60.608334,72.808334,1,0,6.4000001,14923,178,497,21841
21063,1978,107.56125,65.23333,80.416664,1,0,6.6999998,12137,414,519,24852
21063,1979,107.56125,72.574997,84.308334,1,0,6.9000001,12271,712,569,25454
21063,1980,107.56125,82.408333,87.375,1,0,6.9000001,12297,457,638,29000
21063,1981,107.56125,90.925003,92.974998,1,0,7,12892,352,713,
21063,1982,107.56125,96.5,99.991669,1,0,6.9000001,11832,282,709,29000
21063,1983,107.56125,99.599998,100.49167,1,0,6.9000001,9972,295,743,33000
21063,1984,107.56125,103.88333,102.21667,1,0,6.6999998,13168,413,843,36000
21063,1985,107.56125,107.56667,102.24167,1,0,6.5,13328,517,901,40000
21063,1986,107.56125,109.60834,100.76667,1,0,6.5,12965,774,987,45000
21063,1987,107.56125,113.625,97.099998,1,0,6.5999999,12852,865,1061,47000
21063,1988,107.56125,118.25833,95.383331,1,0,6.5,11732,335,1142,51000
21063,1989,107.56125,123.96667,95.525002,1,0,6.5,12848,398,1210,53000
21063,1990,107.56125,130.65833,97.508331,1,0,6.4000001,13583,145,1418,54000
21063,1991,107.56125,136.19167,97.216667,1,0,6.5,16791,126,1727,87000
21063,1992,107.56125,140.31667,95.025002,1,0,6.5999999,18414,138,2065,98000
21063,1993,107.56125,144.45833,96.099998,1,0,6.5999999,17722,138,2603,109000
21065,1968,0,34.783333,19.383333,1,0,,,,,
21065,1969,0,36.683334,21.058332,1,0,12.7,11558,1003,564,11000
21065,1970,0,38.825001,28.108334,1,0,12.8,12361,1150,587,13000
21065,1971,0,40.491665,34.033333,1,0,13.2,12989,1389,581,16000
21065,1972,0,41.816666,36.241665,1,0,13.6,16188,2055,565,21000
21065,1973,0,44.400002,40.791668,1,0,13.4,18936,2822,603,24000
21065,1974,0,49.308334,62.150002,1,0,13.5,22894,3026,962,29000
21065,1975,0,53.816666,72.150002,1,0,13.7,23904,2582,1050,33514
21065,1976,0,56.908333,68.933334,1,0,13.9,27710,3281,1079,40367
21065,1977,0,60.608334,72.808334,1,0,14.2,30593,4110,1072,47121
21065,1978,0,65.23333,80.416664,1,0,14.4,36869,4417,1079,55031
21065,1979,0,72.574997,84.308334,1,0,14.6,39353,5014,1138,62745
21065,1980,0,82.408333,87.375,1,0,14.5,40679,5204,1227,76000
21065,1981,0,90.925003,92.974998,1,0,14.5,46112,5611,1321,
21065,1982,0,96.5,99.991669,1,0,14.5,45647,5139,1386,98000
21065,1983,0,99.599998,100.49167,1,0,14.8,42427,5418,1541,105000
21065,1984,0,103.88333,102.21667,1,0,14.9,50417,6720,1670,111000
21065,1985,0,107.56667,102.24167,1,0,14.9,51819,6562,1767,114000
21065,1986,0,109.60834,100.76667,1,0,14.8,49965,6553,1927,87000
21065,1987,0,113.625,97.099998,1,0,14.8,49930,6854,1941,124000
21065,1988,0,118.25833,95.383331,1,0,14.6,52028,7171,2087,139000
21065,1989,0,123.96667,95.525002,1,0,14.6,52955,8070,2258,170000
21065,1990,0,130.65833,97.508331,1,0,14.7,52963,6555,2546,221000
21065,1991,0,136.19167,97.216667,1,0,14.9,54991,6024,3078,218000
21065,1992,0,140.31667,95.025002,1,0,15.2,59950,7603,3604,247000
21065,1993,0,144.45833,96.099998,1,0,15.3,60892,8978,4082,294000
21067,1968,0,34.783333,19.383333,1,1,,,,,
21067,1969,0,36.683334,21.058332,1,1,169.3,622627,147426,1946,101000
21067,1970,0,38.825001,28.108334,1,1,174.8,664582,152815,2024,124000
21067,1971,0,40.491665,34.033333,1,1,179,725760,153057,2379,153000
21067,1972,0,41.816666,36.241665,1,1,185.39999,802575,179666,2429,205000
21067,1973,0,44.400002,40.791668,1,1,188.5,908116,210057,2638,215000
21067,1974,0,49.308334,62.150002,1,1,193.89999,1002416,227828,3582,265000
21067,1975,0,53.816666,72.150002,1,1,193.39999,1095268,232024,3839,324009
21067,1976,0,56.908333,68.933334,1,1,197.2,1239220,258761,4108,372656
21067,1977,0,60.608334,72.808334,1,1,199.60001,1394699,290094,4096,429315
21067,1978,0,65.23333,80.416664,1,1,199.89999,1593137,327010,4133,466673
21067,1979,0,72.574997,84.308334,1,1,203.10001,1787078,372081,4374,533909
21067,1980,0,82.408333,87.375,1,1,204.5,1947354,400160,4733,624000
21067,1981,0,90.925003,92.974998,1,1,205.10001,2124859,436030,5106,
21067,1982,0,96.5,99.991669,1,1,207,2184572,448397,5408,732000
21067,1983,0,99.599998,100.49167,1,1,207.60001,2380723,484062,5825,747000
21067,1984,0,103.88333,102.21667,1,1,207.10001,2657356,534700,6531,803000
21067,1985,0,107.56667,102.24167,1,1,211.60001,2863180,569813,6966,867000
21067,1986,0,109.60834,100.76667,1,1,215.39999,3013000,565594,7501,996000
21067,1987,0,113.625,97.099998,1,1,218.10001,3206928,603270,7859,957000
21067,1988,0,118.25833,95.383331,1,1,218.60001,3393038,625119,8620,1012000
21067,1989,0,123.96667,95.525002,1,1,222.10001,3632452,679630,9374,1102000
21067,1990,0,130.65833,97.508331,1,1,226.3,4038558,843915,10460,1220000
21067,1991,0,136.19167,97.216667,1,1,228.7,4111591,668323,11564,1350000
21067,1992,0,140.31667,95.025002,1,1,232.2,4367237,640920,14204,1556000
21067,1993,0,144.45833,96.099998,1,1,235.39999,4524405,648030,17501,1802000
21069,1968,0,34.783333,19.383333,1,0,,,,,
21069,1969,0,36.683334,21.058332,1,0,11.3,24954,3699,242,7000
21069,1970,0,38.825001,28.108334,1,0,11.4,22809,4064,252,9000
21069,1971,0,40.491665,34.033333,1,0,11.7,22878,3403,245,11000
21069,1972,0,41.816666,36.241665,1,0,11.8,25131,3893,234,15000
21069,1973,0,44.400002,40.791668,1,0,11.7,26768,4386,274,16000
21069,1974,0,49.308334,62.150002,1,0,11.6,28983,4326,621,20000
21069,1975,0,53.816666,72.150002,1,0,11.9,28596,4311,685,23017
21069,1976,0,56.908333,68.933334,1,0,12.1,31261,5381,703,24407
21069,1977,0,60.608334,72.808334,1,0,12,34547,5188,725,34665
21069,1978,0,65.23333,80.416664,1,0,11.8,36605,5981,756,37387
21069,1979,0,72.574997,84.308334,1,0,12,36180,5503,828,43892
21069,1980,0,82.408333,87.375,1,0,12.3,38601,5659,927,45000
21069,1981,0,90.925003,92.974998,1,0,12.4,41252,5667,1036,
21069,1982,0,96.5,99.991669,1,0,12.5,47503,6355,1074,49000
21069,1983,0,99.599998,100.49167,1,0,12.4,38975,6345,1126,51000
21069,1984,0,103.88333,102.21667,1,0,12.3,49263,6913,1214,51000
21069,1985,0,107.56667,102.24167,1,0,12.3,50567,7862,1254,56000
21069,1986,0,109.60834,100.76667,1,0,12.3,51706,8931,1315,71000
21069,1987,0,113.625,97.099998,1,0,12.2,57971,11437,1420,70000
21069,1988,0,118.25833,95.383331,1,0,12.3,62103,12460,1495,78000
21069,1989,0,123.96667,95.525002,1,0,12.3,67611,11503,1634,89000
21069,1990,0,130.65833,97.508331,1,0,12.3,73432,12785,1735,95000
21069,1991,0,136.19167,97.216667,1,0,12.4,77415,12216,1921,103000
21069,1992,0,140.31667,95.025002,1,0,12.6,87052,14722,2393,121000
21069,1993,0,144.45833,96.099998,1,0,12.7,87532,16939,2161,139000
21071,1968,2159.4138,34.783333,19.383333,1,0,,,,,
21071,1969,2159.4138,36.683334,21.058332,1,0,36.400002,62333,3790,795,105000
21071,1970,2159.4138,38.825001,28.108334,1,0,36.200001,66995,4232,826,128000
21071,1971,2159.4138,40.491665,34.033333,1,0,38.299999,70513,4340,775,156000
21071,1972,2159.4138,41.816666,36.241665,1,0,39.900002,75653,4881,751,219000
21071,1973,2159.4138,44.400002,40.791668,1,0,40.200001,79118,5624,849,254000
21071,1974,2159.4138,49.308334,62.150002,1,0,40.900002,105365,5282,1646,310000
21071,1975,2159.4138,53.816666,72.150002,1,0,42.900002,147400,5305,1783,370430
21071,1976,2159.4138,56.908333,68.933334,1,0,45.5,149198,6189,1864,427303
21071,1977,2159.4138,60.608334,72.808334,1,0,46.900002,191132,6871,1986,485631
21071,1978,2159.4138,65.23333,80.416664,1,0,47.599998,210872,4883,2138,518066
21071,1979,2159.4138,72.574997,84.308334,1,0,48.400002,243672,6958,2413,559489
21071,1980,2159.4138,82.408333,87.375,1,0,48.900002,266430,10073,2780,637000
21071,1981,2159.4138,90.925003,92.974998,1,0,48.599998,268797,4677,3192,
21071,1982,2159.4138,96.5,99.991669,1,0,48.700001,290057,6455,3391,688000
21071,1983,2159.4138,99.599998,100.49167,1,0,49,256475,5452,3679,686000
21071,1984,2159.4138,103.88333,102.21667,1,0,48,272657,3700,4040,706000
21071,1985,2159.4138,107.56667,102.24167,1,0,47.200001,280627,8039,4309,745000
21071,1986,2159.4138,109.60834,100.76667,1,0,46.400002,292080,8066,4550,779000
21071,1987,2159.4138,113.625,97.099998,1,0,45.900002,277742,7979,4975,831000
21071,1988,2159.4138,118.25833,95.383331,1,0,45.099998,270633,8799,5412,884000
21071,1989,2159.4138,123.96667,95.525002,1,0,44.099998,290200,8460,5911,961000
21071,1990,2159.4138,130.65833,97.508331,1,0,43.5,312727,9237,6865,1078000
21071,1991,2159.4138,136.19167,97.216667,1,0,43.799999,314266,8008,7920,1227000
21071,1992,2159.4138,140.31667,95.025002,1,0,43.900002,342607,7873,10793,1339000
21071,1993,2159.4138,144.45833,96.099998,1,0,44,351174,8809,11430,1463000
21073,1968,0,34.783333,19.383333,1,0,,,,,
21073,1969,0,36.683334,21.058332,1,0,33.900002,113518,19174,272,20000
21073,1970,0,38.825001,28.108334,1,0,34.599998,123566,20500,283,24000
21073,1971,0,40.491665,34.033333,1,0,35.400002,140336,21340,277,33000
21073,1972,0,41.816666,36.241665,1,0,35.700001,153726,22428,376,45000
21073,1973,0,44.400002,40.791668,1,0,37,170584,27424,696,50000
21073,1974,0,49.308334,62.150002,1,0,37.5,191709,29711,1021,66000
21073,1975,0,53.816666,72.150002,1,0,38.299999,217032,29386,943,82038
21073,1976,0,56.908333,68.933334,1,0,39,246519,34388,996,102287
21073,1977,0,60.608334,72.808334,1,0,40.400002,280546,42504,1534,128331
21073,1978,0,65.23333,80.416664,1,0,41.099998,318227,44015,2119,145293
21073,1979,0,72.574997,84.308334,1,0,41.599998,362375,52881,2879,159681
21073,1980,0,82.408333,87.375,1,0,42,396389,53907,3838,212000
21073,1981,0,90.925003,92.974998,1,0,42.700001,414175,59749,4959,
21073,1982,0,96.5,99.991669,1,0,42.400002,429296,63789,4564,240000
21073,1983,0,99.599998,100.49167,1,0,42.900002,438321,64410,4396,249000
21073,1984,0,103.88333,102.21667,1,0,43.200001,478807,72208,5289,250000
21073,1985,0,107.56667,102.24167,1,0,43,492580,66458,5280,279000
21073,1986,0,109.60834,100.76667,1,0,43.099998,530204,74294,5294,283000
21073,1987,0,113.625,97.099998,1,0,43.400002,582549,89409,5293,299000
21073,1988,0,118.25833,95.383331,1,0,43.400002,623539,95374,5410,319000
21073,1989,0,123.96667,95.525002,1,0,43.599998,633944,91761,5754,342000
21073,1990,0,130.65833,97.508331,1,0,44.200001,688131,95157,6130,375000
21073,1991,0,136.19167,97.216667,1,0,44.299999,742260,96681,6361,390000
21073,1992,0,140.31667,95.025002,1,0,44.900002,788970,105555,7191,470000
21073,1993,0,144.45833,96.099998,1,0,45.299999,808596,115643,8551,510000
